step,m9,contact,m_i0,m0_0,m0_1,m0_2,o3,o4,tension_xlen,w0
2,3,27,0,2,0,0,0.00019438395072767292,-0.00041155973894138197,0,3.1500000000000004
2,3,28,0,2,2,2,-0.00070561302574107562,-0.00049346116586580378,0,3.1500000000000004
2,3,29,0,2,2,2,-0.0024224061244227748,-0.00032627728160947216,0,3.1500000000000004
2,3,30,0,2,2,2,-0.0042705411398741462,-0.0003392296575570974,0,3.1500000000000004
2,3,31,0,2,2,2,-0.0016909909388886169,-0.0006636049274090386,0,3.1500000000000004
2,3,32,0,2,2,2,-0.002703715357628977,-0.00066391862720003821,0,3.1500000000000004
2,3,33,0,2,2,2,-0.00024604542371204946,-1.0225343985963299e-08,0,3.1500000000000004
2,3,34,0,2,2,2,-0.00022821131447457998,2.4373808862597049e-10,0,3.1500000000000004
2,3,35,0,2,2,2,-0.002217508143689882,3.0222427930185065e-05,0,3.1500000000000004
2,3,36,0,2,2,2,-0.0021847283547283057,4.1892031067258234e-05,0,3.1500000000000004
2,3,37,0,2,2,2,-0.0022315986029726211,-0.00011420002553205553,0,3.1500000000000004
2,3,38,0,2,2,2,-0.0022135367408573615,-0.00010739257473942659,0,3.1500000000000004
2,3,39,0,2,0,0,0.00019459340055707447,0.00041393025774578019,0,3.1500000000000004
2,3,40,0,2,2,2,-0.00070576272779162294,0.00049442122322466075,0,3.1500000000000004
2,3,41,0,2,2,2,-0.0022134997854196606,0.00010716910065770375,0,3.1500000000000004
2,3,42,0,2,2,2,-0.0022315977411080865,0.00011399375549438833,0,3.1500000000000004
2,3,43,0,2,2,2,-0.0021847290693377429,-4.2157161385992247e-05,0,3.1500000000000004
2,3,44,0,2,2,2,-0.0022175365935963071,-3.0464021173510545e-05,0,3.1500000000000004
2,3,45,0,2,2,2,-0.0027035651811980533,0.00066392538887042945,0,3.1500000000000004
2,3,46,0,2,2,2,-0.0016903088557077702,0.00066357345684547571,0,3.1500000000000004
2,3,47,0,2,2,2,-0.0042708137560545142,0.0003393172899117256,0,3.1500000000000004
2,3,48,0,2,2,2,-0.0024222357384831323,0.00032631917320893151,0,3.1500000000000004
2,3,49,0,2,2,2,-0.00033777081524974053,0.00028104686292031709,0,3.1500000000000004
2,3,50,0,0,0,0,0.00045691792884908265,8.4759011954577051e-05,0,3.1500000000000004
2,3,51,0,2,2,2,-0.001465473447512855,0.00037925879840159353,0,3.1500000000000004
2,3,52,0,2,2,2,-0.00074631762359967681,0.00038140576965606872,0,3.1500000000000004
2,3,53,0,2,2,2,-0.00013761634448622326,-3.9704815679422489e-06,0,3.1500000000000004
2,3,54,0,2,2,2,-0.00012816223219220798,-3.399718464366506e-06,0,3.1500000000000004
2,3,55,0,2,2,2,-0.0010281184684966067,-7.5602687873812244e-05,0,3.1500000000000004
2,3,56,0,2,2,2,-0.001144133177655516,-7.7851545574504191e-05,0,3.1500000000000004
2,3,57,0,2,2,2,-0.0010686810284280741,-0.00010241989481907418,0,3.1500000000000004
2,3,58,0,2,2,2,-0.0010859916605419132,-9.8970822770620077e-05,0,3.1500000000000004
2,3,59,0,2,2,2,-0.00013763458588049983,4.037153999122457e-06,0,3.1500000000000004
2,3,60,0,2,2,2,-0.00012816758822634241,3.452369007038801e-06,0,3.1500000000000004
2,3,61,0,2,2,2,-0.0010696204891866964,1.7556739468723409e-05,0,3.1500000000000004
2,3,62,0,2,2,2,-0.0010720794720452159,2.5743310732159276e-05,0,3.1500000000000004
2,3,63,0,2,2,2,-0.0010720871196478513,-2.5774963869370855e-05,0,3.1500000000000004
2,3,64,0,2,2,2,-0.001069623049823377,-1.7588098681047717e-05,0,3.1500000000000004
2,3,65,0,2,2,2,-0.00033790464775420085,-0.00028082242121226094,0,3.1500000000000004
2,3,66,0,0,0,0,0.00045687094051275812,-3.3189034636617173e-05,0,3.1500000000000004
2,3,67,0,2,2,2,-0.0010859421166900906,9.8950534631442747e-05,0,3.1500000000000004
2,3,68,0,2,2,2,-0.0010686348415929806,0.00010239370800360463,0,3.1500000000000004
2,3,69,0,2,2,2,-0.0011440717230700983,7.7838636493056133e-05,0,3.1500000000000004
2,3,70,0,2,2,2,-0.0010280775026093717,7.5584382033195335e-05,0,3.1500000000000004
2,3,71,0,2,2,2,-0.00074633209528827222,-0.00038137151693703997,0,3.1500000000000004
