step,contact,mtype,p1,p2,p3,m4,m5,m6,m0_0,m0_2,o2,o3,o4,o5
1,20,0,59,90,89,90,60,59,2,2,0,6.2303935419883311e-307,2.2252453186165022e-307,0.90429591704568701
1,21,0,89,60,59,60,90,89,2,2,-0,1.0013808487692646e-307,1.9582211764281057e-306,0.90429591704568701
1,22,0,124,58,57,125,0,0,2,2,0.35338630059434412,1.2461113028850622e-306,1.6911905830720608e-306,0.93107401612311935
1,23,0,57,125,124,125,58,57,2,2,0.056659031055712336,3.337766969629933e-307,2.7814577615960029e-307,0.93107401617457031
1,24,0,134,58,57,0,133,0,2,2,0.35338630059434412,1.0013248281062986e-307,1.4463548782810434e-307,0.5088491048669388
1,25,0,58,134,133,0,57,0,2,2,0.39672806989082837,1.8914485892490989e-307,6.2304139143394992e-307,0.50884910484180146
1,26,0,58,144,143,144,59,58,2,2,-0,2.0026988872402266e-307,3.0039634500055059e-307,1.1278773345612545
1,27,0,143,59,58,59,144,143,2,2,0,4.4503684080737112e-308,1.1126109454718475e-306,1.1278773345612545
1,28,0,56,172,171,172,57,56,2,2,0,1.0013783030478139e-307,1.780190822708324e-306,0.51780864545384886
1,29,0,171,57,56,57,172,171,2,2,-0,2.1139203266066755e-307,1.0235781133790142e-306,0.51780864545384886
1,30,0,90,143,142,143,91,90,2,2,-0,9.4570137681098068e-308,1.424135546376011e-306,0.41645258162904936
1,31,0,142,91,90,91,143,142,2,2,0,6.2304037285006517e-307,1.6021903463162406e-306,0.41645258162904936
1,32,0,92,154,153,154,93,92,2,2,0,4.2279051603311677e-307,2.3364735468670752e-307,0.10727934198227057
1,33,0,93,154,153,0,92,0,2,2,0.105931981197912,4.2279357170705552e-307,6.2304037285006501e-307,0.10727934198227057
1,34,0,104,117,116,117,105,104,2,2,0,1.7801962540850296e-306,1.3351156149503712e-306,0.70559046016262161
1,35,0,116,105,104,105,117,116,2,2,-0,9.4575060798109177e-308,8.4555930252886309e-307,0.70559046016262161
1,36,0,108,152,151,152,109,108,2,2,-0,4.2279221379035218e-307,2.1139203261663041e-307,1.4737505705609584
1,37,0,151,109,108,109,152,151,2,2,0,1.6911240373669469e-306,1.6911905830720447e-306,1.4737505705609584
1,38,0,105,159,162,106,0,0,2,2,0.41509443247994732,8.9011357579614693e-308,8.4555930252886309e-307,0.75189377472273589
1,39,0,162,107,106,0,0,0,0,2,0.99999997622641557,3.5604305343967845e-307,1.6021930623879718e-306,0
1,40,0,162,106,105,159,0,0,2,2,0,1.4241993754499044e-306,7.5660388138126669e-307,0.75189377542559166
1,41,0,115,159,162,159,116,115,2,2,-0,0,0,0.53360223818920616
1,42,0,116,159,162,0,115,0,2,2,0.41509443247994732,0,0,0.53360223818920616
1,43,0,123,135,134,135,124,123,2,2,-0,0,0,0.71839673040441243
1,44,0,134,124,123,124,135,134,2,2,0,0,0,0.71839673040441243
1,45,0,125,171,170,0,124,0,2,2,0.99999974818526183,0,0,0.05592224520483946
1,46,0,125,170,169,126,0,0,2,2,0,0,0,0.66424769417176022
1,47,1,171,126,125,171,125,124,0,3,0,0,0,0
1,48,0,169,127,126,0,168,0,2,2,0.99999999697115383,0,0,0.50990195058707111
1,49,0,169,126,125,170,0,0,2,2,-0,0,0,0.66424769417176022
1,50,0,168,127,126,127,169,168,2,2,-0,0,0,0.50990195058707111
1,51,0,144,134,133,145,0,0,2,2,0.39672806989082837,0,0,0.77376521770473106
1,52,0,133,145,144,145,134,133,2,2,0,0,0,0.77376521839880463
1,53,0,160,167,172,167,161,160,2,2,-0,0,0,0.58106689099822839
1,54,0,161,167,172,0,160,0,2,2,0.37356152951684263,0,0,0.58106689099822839
2,1,0,56,45,44,0,55,0,0,1,1.0046767815350965,-0.00071090906194397265,3.1500000000000002e-13,0.37979412076372493
2,2,0,56,44,43,0,55,0,0,1,0.0018211594943861968,-0.00079160548411121392,3.1500000000000002e-13,0.0017748119361017073
2,3,0,55,45,44,45,56,55,0,1,0.0039661093868492668,-0.0005023007003909371,3.1500000000000002e-13,0.37979412076372493
2,4,0,38,94,93,94,39,38,2,2,-0,-0.0032754559819873274,0.0038340659970679241,1.4931909007076742
2,5,0,93,39,38,39,94,93,2,2,0,-0.00089166536413076822,0.00047223635064243182,1.4931917289530237
2,6,0,108,41,40,0,107,0,0,1,0.73536344614184135,-0.0027445784506886315,3.1500000000000002e-13,1.1834353651119995
2,7,0,107,42,41,0,106,0,0,1,1.0107279415827064,-0.00012252042398588174,3.1500000000000002e-13,0.18077605017648113
2,8,0,107,41,40,108,0,0,0,1,0.00105095885701109,-0.0019481211158959017,3.1500000000000002e-13,1.1834353651119995
2,9,0,42,107,106,0,41,0,0,1,1.0065696648555775,-0.00040233298786094103,3.1500000000000002e-13,0.18077615017434631
2,10,0,42,106,105,0,0,0,0,1,0.0012581030260075327,-0.0015297560706306204,3.1500000000000002e-13,0
2,11,0,39,154,153,40,0,0,0,1,0.11215252589489401,-0.00091204309643049073,3.1500000000000002e-13,0.90097247393646018
2,12,0,152,41,40,153,0,0,0,1,0.73544188697212232,-0.00071747907905770692,3.1500000000000002e-13,0.42636810963429184
2,13,0,40,154,153,0,39,0,0,1,1.0045708434511078,-0.0004212049863443738,3.1500000000000002e-13,0.90097247393646018
2,14,0,40,153,152,41,0,0,0,1,0.010721039596682632,-0.00092033589760005731,3.1500000000000002e-13,0.42636801520949058
2,15,0,42,162,161,162,43,42,2,2,0,-0.0017782462128963254,0.00076029707641401872,1.0489688902393881
2,16,0,161,43,42,43,162,161,2,2,-0,-0.0025316789142889253,-0.0002064478065201546,1.0490712336983197
2,17,0,43,167,172,44,0,0,0,0,0.3736333732159397,0,0,0.97402462550378766
2,18,0,172,45,44,167,0,0,0,1,1.0014036443742216,-0.00081514260455975277,3.1500000000000002e-13,0.00053521861655155543
2,19,0,172,44,43,167,0,0,0,1,0.00053959999138803274,-0.00083913975338535305,3.1500000000000002e-13,0.97402465465779031
2,20,0,90,60,59,59,90,89,0,0,0.99933554969988037,0,0,0.9047015499441301
2,21,0,60,90,89,89,60,59,0,1,0.99867228912438455,-0.00017165244200895765,-3.1500000000000002e-13,0.90470155050611623
2,22,0,124,58,57,125,0,0,0,1,0.35390342240516715,-0.00062002879646377504,3.1500000000000002e-13,0.93173521182192187
2,23,0,57,125,124,125,58,57,0,1,0.059134014177602529,-0.0017550588418117521,3.1500000000000002e-13,0.93173485545605483
2,24,0,134,58,57,0,133,0,0,1,0.35486319066294542,-9.182334894191504e-05,3.1500000000000002e-13,0.51174784325739908
2,25,0,58,134,133,0,57,0,0,1,0.39973901868059886,-0.0021191619937906032,3.1500000000000002e-13,0.51174674277220045
2,26,0,58,144,143,144,59,58,2,2,-0,-0.0045719363112758536,0.0035982757439329254,1.1263040029016833
2,27,0,143,59,58,59,144,143,2,2,0,-0.00073940251910033694,0.00076449678263621726,1.1263062593075535
2,28,0,56,172,171,172,57,56,2,2,0,-0.0014314364977511477,0.0020549976914831206,0.51632609237192384
2,29,0,171,57,56,57,172,171,2,2,-0,0.00064885511381085163,0.0017413031840847603,0.51632648479351451
2,30,0,90,143,142,143,91,90,2,2,-0,-0.00010658695262554798,-0.0001891810380562683,0.4170266640862465
2,31,0,142,91,90,91,143,142,0,1,0.000407067370263949,-0.00017008903317289182,3.1500000000000002e-13,0.41693212197360968
2,32,0,92,154,153,154,93,92,0,1,0.0066561332194817633,-0.0014478488421441945,3.1500000000000002e-13,0.10747432771470777
2,33,0,93,154,153,0,92,0,0,1,0.11256481872653434,-0.0014758113100586119,3.1500000000000002e-13,0.10747432771470777
2,34,0,104,117,116,117,105,104,2,2,0,-0.0020208776131063031,0.0012452190275283022,0.70510346698349957
2,35,0,116,105,104,105,117,116,2,2,-0,-0.00027599030145663596,0.0001415826673972613,0.70510417576799012
2,36,0,108,152,151,152,109,108,2,2,-0,-0.0014235637206922347,-0.0014620935271693098,1.4700170718986352
2,37,0,151,109,108,109,152,151,2,2,0,-0.0087083915415987617,0.0058255193892924346,1.469270274557144
2,38,0,105,159,162,106,0,0,0,0,0.41472120924317768,0,0,0.75328311370051448
2,39,0,162,107,106,0,0,0,0,1,1.0012788355288487,-0.00038054670654813369,3.1500000000000002e-13,0
2,40,0,162,106,105,159,0,0,2,2,0,-0.00056024522511397056,0.0002183985579427273,0.75328306367718745
2,41,0,115,159,162,159,116,115,0,1,2.1813353538235091e-05,-9.9820151049852412e-05,3.1500000000000002e-13,0.53387800438862043
2,42,0,116,159,162,0,115,0,0,0,0.4148292969372816,0,0,0.53387800438862043
2,43,0,123,135,134,135,124,123,2,2,-0,-0.0016874142241786055,0.0020915373650185953,0.71592335780348704
2,44,0,134,124,123,124,135,134,2,2,0,-0.0018279520640038058,0.0021781686681315612,0.71592327162645952
2,45,0,125,171,170,0,124,0,0,1,1.0545613783635999,-0.00031545488538554521,3.1500000000000002e-13,0.055913036166055995
2,46,0,125,170,169,126,0,0,0,1,0.0039210438082565146,-0.0032005694586685371,3.1500000000000002e-13,0.66120636579568515
2,47,1,171,126,125,171,125,124,0,3,0,-8.63914202968832e-05,0,0
2,48,0,169,127,126,0,168,0,0,1,1.004519773969863,-0.00087195640947059026,3.1500000000000002e-13,0.50738898783507147
2,49,0,169,126,125,170,0,0,0,1,0.0032095487620150643,-0.0019716587397778126,3.1500000000000002e-13,0.6612075637122502
2,50,0,168,127,126,127,169,168,0,1,0.0055046890687198771,-0.0019679442388476579,3.1500000000000002e-13,0.50738898783507147
2,51,0,144,134,133,145,0,0,2,2,0.39672806989082837,-0.00013249701964350929,0.0022442743924838658,0.77118721314520366
2,52,0,133,145,144,145,134,133,0,1,0.0046313278581017973,-0.0026123311820263045,3.1500000000000002e-13,0.77118611481393406
2,53,0,160,167,172,167,161,160,0,1,2.8231091889198088e-05,-5.916159950291574e-05,3.1500000000000002e-13,0.58180811235046126
2,54,0,161,167,172,0,160,0,0,1,0.3741719387831306,-0.00094412755086971552,3.1500000000000002e-13,0.58180811235046126
